source,target,Edge Type,Unknown
NR0B1,STAR,Repression,22427816
ETS1,ABCB1,Activation,20392592
ETS1,ANGPT2,Activation,15003510
ETS1,ANPEP,Activation,14507917
ETS1,BAX,Repression,17213822
ETS1,BMP4,Activation,15695386
ETS1,CA9,Repression,18381358
ETS1,CASP1,Activation,16103071
ETS1,CD8A,Activation,8413295
ETS1,CHUK,Activation,15469934
ETS1,CSF3R,Activation,7964503
ETS1,ECE1,Activation,11723240;9595399
ETS1,EGR1,Activation,19074849
ETS1,ERG,Activation,7731694
ETS1,FLI1,Activation,19829305
ETS1,GP6,Activation,12377757
ETS1,GRPR,Activation,15300220
ETS1,IL2,Repression,7876544
ETS1,IL2RB,Activation,8413220
ETS1,IL5,Activation,10212281
ETS1,CIP2A,Activation,24280132
ETS1,LCK,Activation,7970721
ETS1,MDM2,Repression,11424091
ETS1,MMP1,Activation,15972796;16278291;17283078
ETS1,MMP13,Activation,22270366
ETS1,MMP9,Activation,22270366
ETS1,MUC4,Activation,19757157
ETS1,MYB,Activation,7848925
ETS1,NDRG1,Repression,18381358
ETS1,NKX3-1,Activation,20842667
ETS1,PARP1,Repression,10435618
ETS1,PF4,Activation,12609849
ETS1,PRL,Activation,12200232
ETS1,PTHLH,Activation,15072578;8063775
ETS1,RHOC,Activation,21732343
ETS1,SLC26A3,Activation,7935445
ETS1,TBXA2R,Activation,18698092
ETS1,TBXAS1,Repression,14586398
ETS1,TERT,Repression,20842112
ETS1,TFAP2A,Activation,12843180
ETS1,TGFBR2,Activation,14976186
ETS1,TMEM158,Activation,11822868
ETS1,TNC,Activation,15001984
ETS1,TNFSF14,Activation,12215452
ETS1,TRA,Activation,1535773
ETS1,TRB,Repression,1409722
ETS1,WT1,Activation,18064385
PARP1,BCL2,Repression,20564216
PARP1,BRCA2,Repression,18990703
PARP1,CDH1,Activation,21577210
PARP1,E2F1,Activation,14627987
PARP1,FOXO1,Repression,19281796
PARP1,HTR1A,Repression,21990073
PARP1,SERPINE1,Activation,22159350
PARP1,SERPINF1,Repression,18312852
PARP1,SNAI1,Repression,21577210
PARP1,THBD,Repression,21489980
PARP1,VIM,Activation,17720873
TFAP2A,ACHE,Repression,7559515
TFAP2A,BCL2,Repression,16533807
TFAP2A,BRS3,Activation,17355223
TFAP2A,CD82,Activation,15580298
TFAP2A,CDH1,Repression,17224907
TFAP2A,CDKN1A,Repression,11420667
TFAP2A,CRABP2,Activation,17187826
TFAP2A,CRYAB,Activation,21556774
TFAP2A,DCBLD2,Activation,22468095
TFAP2A,ECM1,Activation,17187826
TFAP2A,ETS1,Activation,1945412
TFAP2A,HGF,Repression,10860846
TFAP2A,HOXA4,Repression,8759021
TFAP2A,HSD17B1,Repression,9231796
TFAP2A,IGFBP5,Activation,7559606
TFAP2A,KISS1,Activation,16260418
TFAP2A,KLF12,Repression,10704285
TFAP2A,KRT5,Activation,12024040
TFAP2A,LNPEP,Activation,15894523
TFAP2A,MCAM,Repression,20805990
TFAP2A,MMP9,Repression,17224907
TFAP2A,MUC4,Repression,17621592
TFAP2A,NME3,Activation,9067290
TFAP2A,NR3C1,Activation,7794935
TFAP2A,PRKCA,Activation,12269829
TFAP2A,PTEN,Activation,18316341
TFAP2A,SLC19A1,Activation,12228234
TFAP2A,SULT1E1,Activation,17187826
TFAP2A,TAF7,Activation,12364593
TFAP2A,VEGFA,Activation,9049304
ETV5,ICAM1,Activation,9572487
ETV6,BBC3,Activation,16828711
ETV6,CDKN1A,Activation,16828711
ETV6,GAS2,Repression,20679491
ETV6,IGFBP5,Activation,17242174
ETV6,MAD2L1,Repression,20190817
EWSR1,MITF,Activation,12966428
EWSR1,PHLDA1,Repression,22323082
EWSR1,TERT,Activation,14678994
EWSR1,TGFBR2,Repression,10508522
HDAC1,ABCB1,Repression,19435809;20037778
HDAC1,BAMBI,Repression,24448807
HDAC1,BCL2A1,Activation,17000776
HDAC1,BIRC3,Activation,17000776
HDAC1,BRCA2,Repression,18765668
HDAC1,CCND1,Repression,20821348
HDAC1,CCND2,Repression,11511535
HDAC1,CD1D,Repression,22419072
HDAC1,CD44,Repression,18372343
HDAC1,CD82,Repression,19182791
HDAC1,CDH1,Repression,18794357;19182791;20580679;21184735;21685935
HDAC1,CDKN1A,Repression,12665570;15130752;18210215;19182791
HDAC1,CLDN7,Activation,19277896
HDAC1,COL1A2,Activation,16464847
HDAC1,E2F1,Repression,9724731
HDAC1,EGFR,Repression,22025675
HDAC1,EGR1,Repression,21983014
HDAC1,EIF2AK1,Repression,19133234
HDAC1,ESR1,Repression,18316616;20101232;23242655
HDAC1,FOS,Repression,17056544
HDAC1,GAD1,Repression,19029285
HDAC1,GRIN2B,Activation,19081374
HDAC1,HLA-DRA,Repression,11533238
HDAC1,HSPA5,Repression,19417144
HDAC1,ICAM1,Activation,12490396
HDAC1,IGFBP3,Activation,12200149
HDAC1,IL2,Repression,17056544
HDAC1,KLF4,Repression,15051827
HDAC1,MMP28,Repression,20144149
HDAC1,MMP9,Repression,22879913
HDAC1,PCNA,Repression,9650586
HDAC1,PHB,Repression,21152868
HDAC1,PTGS2,Activation,17395887
HDAC1,RARB,Repression,14731134
HDAC1,RECK,Repression,20442303
HDAC1,RECQL4,Repression,15674334
HDAC1,RELN,Repression,19029285
HDAC1,RHOB,Repression,13679859
HDAC1,RUNX3,Repression,18850007
HDAC1,SNAI2,Repression,18588516
HDAC1,SP1,Repression,21636851
HDAC1,SPP1,Repression,20609221;22422937
HDAC1,TFF1,Repression,19581286
HDAC1,TJP1,Repression,20580679
HDAC1,TP53,Repression,15130752
HDAC1,TXNIP,Repression,19351825
HOXB13,TCF4,Repression,15928669
SATB1,BCL2,Activation,20564216
SATB1,CDK4,Activation,22583549
SATB1,CYBB,Repression,14605447
SATB1,GATA3,Activation,20126258
SATB1,HBE1,Activation,15618465
SATB1,IL4,Activation,21799768
SATB1,IL5,Repression,20522714
SATB1,MKI67,Activation,22839214
SATB1,SPARC,Activation,17343824
SATB1,SPI1,Activation,17694175
TWIST1,AKR1C2,Activation,19051271
TWIST1,AKT2,Activation,21876555;22982861
TWIST1,ATM,Activation,19051271
TWIST1,BMI1,Activation,21876555
TWIST1,CD44,Activation,17487558
TWIST1,CDH1,Repression,15311212;19581928;20053763;21876555;22899291
TWIST1,CTPS1,Activation,19051271
TWIST1,DNM3,Activation,18033314
TWIST1,ERBB3,Repression,19051271
TWIST1,ESR1,Repression,22056872
TWIST1,F2R,Repression,19051271
TWIST1,FN1,Activation,20646316
TWIST1,FOS,Activation,19051271
TWIST1,GDF15,Activation,19051271
TWIST1,ICAM1,Activation,17487558
TWIST1,ILK,Repression,19051271
TWIST1,ITGB1,Activation,17487558
TWIST1,MAPK1,Activation,23222305
TWIST1,MAPK3,Activation,23222305
TWIST1,MMP2,Activation,20646316
TWIST1,MYB,Repression,19051271
TWIST1,NF1,Repression,19051271
TWIST1,NR2F1,Activation,19051271
TWIST1,PFDN4,Repression,19051271
TWIST1,RAP1A,Repression,19051271
TWIST1,RBL2,Repression,19051271
TWIST1,RUNX2,Repression,21503964;21931630
TWIST1,SRPX,Repression,19051271
TWIST1,TIMP1,Repression,19513566
TWIST1,YBX1,Activation,21876555
FHL2,CCND1,Repression,21377781
FHL2,CDKN1A,Activation,21377781
FHL2,CDKN1B,Activation,21377781
ID2,SNAI1,Activation,22551584
SMAD7,CDK1,Repression,15023526
SMAD7,CDKN1A,Repression,15555279
SMAD7,CDKN2B,Repression,15555279
SMAD7,KRT14,Repression,15023526
SMAD7,MET,Activation,15339794
SMAD7,MYC,Activation,15555279
SMAD7,TGFB1,Activation,19214138
SMAD7,TGFBR1,Repression,15221015
FOSB,CXCL8,Activation,20826776
FOSB,TIMP1,Repression,11337499
FOSL2,BCL6,Activation,22493372
FOSL2,BRCA1,Activation,17434164
FOSL2,CCR4,Activation,22493372
FOSL2,FOSL1,Activation,13679379
FOSL2,MDM2,Activation,22493372
FOSL2,MYB,Activation,22493372
FOSL2,NOS2,Activation,12788789
FOSL2,TIMP1,Repression,11337499
FOSL2,UGT2B15,Activation,19487245
FOXA1,ABCA1,Repression,24807696
FOXA1,APOB,Activation,8441395
FOXA1,BCL2,Repression,19127412
FOXA1,CFTR,Repression,24440874
FOXA1,HSPA1A,Activation,19486887
FOXA1,KRT7,Activation,20043065
FOXA1,NF1,Activation,8495744
FOXA1,RPRM,Repression,19917725
FOXA1,SERPINC1,Repression,8910619
FOXA1,SFTPB,Activation,18003659
FOXA1,UGT2B17,Activation,20628005
NF1,AFP,Repression,7549116
NF1,FOS,Activation,9562250
NF1,MYC,Activation,9562250
NF1,PLAT,Repression,15044208
NF1,TP53,Activation,10634504;8816507
FOXA2,ABCA1,Repression,24807696
FOXA2,CDH1,Activation,20160041
FOXA2,CFTR,Repression,24440874
FOXA2,MMP7,Activation,22268124
FOXA2,NR5A2,Activation,11595170
FOXA2,PAX6,Repression,22911885
FOXA2,SERPINC1,Repression,8910619
FOXA2,SOX14,Activation,20074681
FOXA2,TPO,Activation,8602863
FOXD3,CYFIP2,Activation,23058321
FOXD3,MITF,Repression,21519923
FOXD3,NDRG1,Activation,24269992
FOXD3,RARB,Activation,23058321
FOXD3,SPP1,Activation,11891324
RARB,RARB,Activation,12767074
FOXE1,MSX1,Activation,21177256
MSX1,DKK1,Repression,22455953
MSX1,DLK1,Activation,18201699
MSX1,HEY1,Activation,18201699
MSX1,NOTCH3,Activation,18201699
FOXF1,GH2,Activation,16772323
FOXF2,BAMBI,Activation,19562724
FOXF2,CXCL12,Activation,19562724
FOXF2,ITGB1,Repression,19562724
FOXF2,MT1E,Repression,19562724
FOXF2,MT1F,Repression,19562724
FOXF2,PDGFA,Repression,19562724
FOXF2,PSG7,Repression,19562724
FOXF2,WASF2,Activation,19562724
FOXG1,CDKN1A,Repression,19755996
FOXH1,AR,Repression,16120611
FOXI1,CFTR,Repression,20972246
FOXL1,BMP4,Activation,17873379
FOXL2,CCND2,Repression,21862621
FOXL2,CYP11A1,Repression,21862621
FOXL2,CYP19A1,Repression,21862621
FOXL2,SIRT1,Activation,19010791
FOXL2,STAR,Repression,21862621
FOXN1,DSG4,Repression,19683850
FOXO1,ADIPOR1,Activation,20125105
FOXO1,AR,Repression,19074551
FOXO1,CDKN1B,Activation,21418583
FOXO1,CXCR4,Activation,20068066
FOXO1,EGR1,Repression,22865884
FOXO1,FABP4,Activation,20102700
FOXO1,FSHB,Repression,24065703
FOXO1,IGFBP1,Repression,15987820
FOXO1,IL6,Activation,21185807
FOXO1,TNFSF10,Activation,23630076
FOXO1,TXNIP,Repression,23803610
MYOCD,ACTG2,Activation,19797053
FOXO4,BCL6,Activation,11777915
FOXO4,CREB1,Activation,20136501
FOXO4,HIF1A,Repression,12761217;20136501
FOXO4,SOD2,Activation,21536589
FOXO4,TNFSF10,Activation,23630076
FOXP2,CNTNAP2,Repression,18987364
FOXP2,MET,Repression,21832174
FOXP2,NKX2-1,Repression,18239190
FOXP2,PLAUR,Activation,20858596
FOXP2,SRPX,Activation,20858596
NKX2-1,RET,Repression,19853745
NKX2-1,SFTPB,Activation,12161428;18003659;8065304
NKX2-1,STK11,Repression,23995788
FOXP3,BRCA1,Repression,23319807
FOXP3,CCR4,Activation,21036387
FOXP3,IL2,Repression,18324310
FOXP3,IL2RA,Activation,21036387
FOXP3,USP21,Activation,23395819
FOXQ1,BCL11A,Activation,20145154
FOXQ1,RSPO2,Activation,20145154
FOXQ1,TWIST1,Activation,23723077
FOXQ1,VEGFA,Activation,20145154
FOXQ1,WNT3A,Activation,20145154
FUS,DDIT3,Activation,11162437
FUS,MDM2,Repression,17234782
GATA2,ADH1A,Activation,16153155
GATA2,AR,Activation,24423874
GATA2,CYBB,Repression,10734088
GATA2,EPO,Repression,8677751
GATA2,ERVW-1,Activation,15888734
GATA2,FCER1A,Activation,24639354
GATA2,GATA1,Activation,23071749
GATA2,MS4A2,Activation,24639354
GATA2,NOS3,Activation,10713142
GATA2,PPARG,Repression,19772889
GATA2,PRG2,Repression,10438731;9558404
GATA2,SPI1,Repression,19620289
GATA2,WT1,Activation,19212333
GATA3,CD40LG,Activation,18719603
GATA3,CD8A,Activation,8413295
GATA3,CDH1,Activation,20189993
GATA3,CDH3,Repression,22120723
GATA3,CDX2,Activation,19700764
GATA3,CHST4,Activation,22446378
GATA3,CXCL1,Repression,22120723
GATA3,EPO,Repression,8677751
GATA3,ERG,Activation,21536859
GATA3,ERVW-1,Activation,15888734
GATA3,FOXC1,Repression,22120723
GATA3,FOXC2,Repression,22120723
GATA3,HSD17B1,Repression,9231796
GATA3,IL12RB2,Repression,21632975
GATA3,IL5,Activation,10212281
GATA3,LOX,Repression,21892208
GATA3,MUC1,Activation,17078870
GATA3,PAEP,Activation,19483726
GATA3,STAT4,Repression,21632975
GATA3,TEK,Activation,19674970
GATA3,ZEB1,Activation,20731704
STAT4,MYC,Activation,10702306
STAT4,PRF1,Activation,12372421
STAT4,S100A4,Activation,22740693
STAT4,SOCS3,Repression,14559241
GATA4,AMH,Activation,11097782;21220346
GATA4,CCND2,Activation,24416423
GATA4,ERBB2,Repression,19276186
GATA4,FABP2,Activation,17290010;22539995
GATA4,HAMP,Activation,21609320
GATA4,HDAC9,Repression,18332107
GATA4,IAPP,Activation,17290010
GATA4,IL5,Activation,7791790;9209438
GATA4,NOS3,Activation,14555463
GATA4,NPPA,Activation,14573514
GATA4,SI,Activation,22539995
HDAC9,CDKN2A,Activation,19122829
HDAC9,CFLAR,Repression,15540114
HDAC9,CITED2,Repression,18054336
HDAC9,DIRAS3,Repression,16158053
HDAC9,ESR1,Repression,19185986
HDAC9,HSPA5,Repression,19417144
HDAC9,IGFBP1,Repression,12609987
HDAC9,MEF2A,Repression,12242305;15194749
HDAC9,MMP13,Activation,18054336
HDAC9,MYEF2,Repression,10487760
HDAC9,NFKB1,Repression,15964798
HDAC9,PRL,Repression,12609987
HDAC9,RELA,Repression,15964798
HDAC9,STAT6,Repression,21106524
HDAC9,TNFRSF10B,Repression,15964798
HDAC9,TP53,Repression,15964798
GATA6,CAV1,Repression,21514437
GATA6,CYP11A1,Activation,15284005
GATA6,CYP17A1,Activation,15284005
GATA6,DAB2,Activation,16024609
GATA6,PLAU,Repression,15231498
GATA6,SULT2A1,Activation,15388788;19497978
GBX2,IL6,Activation,10690529
GCM1,ERVW-1,Activation,19692500;24478419
GCM1,PGF,Activation,18160678
GCM2,CASR,Activation,18712808
GCM2,PTH,Activation,20558332
GFI1,BAX,Repression,17213822
GFI1,CYP27B1,Repression,15947108;17207994
GFI1B,MEF2C,Repression,21261500
MEF2C,CPT1B,Activation,15356291
MEF2C,JUN,Repression,10523670
MEF2C,MAPK7,Activation,11158308
MEF2C,NR4A1,Repression,18079734
MEF2C,SOST,Repression,17696759
GLI1,BCL2,Repression,14555646
GLI1,BHLHE41,Activation,24165159
GLI1,CDK2,Activation,20647328
GLI1,CYR61,Activation,22056874
GLI1,EGR2,Repression,18924150
GLI1,FAS,Repression,21135115
GLI1,H2AFX,Repression,21860067
GLI1,MUC5AC,Activation,20972463
GLI1,PDGFRA,Activation,21135115
GLI1,SFRP1,Activation,19930158
GLI1,SOCS1,Activation,24058673
GLI1,TNFRSF10B,Repression,21135115
GLI2,BCL2,Activation,16880536;21135115
GLI2,CDH1,Repression,23890107
GLI2,FAS,Repression,21135115
GLI2,FOXF1,Activation,23034409
GLI2,FST,Activation,18319260
GLI2,H2AFX,Repression,21860067
GLI2,IFITM5,Activation,23530031
GLI2,MUC5AC,Activation,20972463
GLI2,PDGFRA,Activation,21135115
GLI2,SOCS1,Activation,24058673
GLI2,TNFRSF10B,Repression,21135115
GLI2,WNT2B,Activation,19360354
GLI3,HLA-G,Repression,23592762
GLI3,SMO,Activation,15072830
GLI3,VMP1,Activation,22535956
GTF2I,HSPA5,Activation,19097122;21503958
GTF2I,SIRT1,Activation,21407215
GTF3A,BAG3,Activation,19282432
GZF1,HOXA10,Repression,16049025
HAND2,DBH,Activation,14512028
HAND2,NPPA,Activation,12392994
HAND2,PHOX2A,Activation,16280598
PHOX2A,DBH,Activation,16280598
PHOX2A,TLX2,Activation,20044949
HAX1,ATP2A2,Repression,18971376
HBP1,CDKN1A,Repression,10030670
HBP1,DNMT1,Repression,23249948
HBP1,MIF,Repression,20383199
HBP1,NCF1,Repression,15024088;18258815
HDAC10,TXNIP,Repression,20680488
HDAC11,IL10,Repression,19011628
HDAC11,IL17A,Repression,21239696
HDAC11,TNF,Repression,21239696
HDAC11,TNFSF4,Activation,21239696
HDAC2,ALOX5,Activation,21883892
HDAC2,APAF1,Repression,18834886
HDAC2,BMP7,Repression,17452977
HDAC2,CCNE1,Repression,22214847
HDAC2,CD1D,Repression,22419072
HDAC2,CDH1,Repression,19706751;20714342;21685935
HDAC2,COL1A2,Repression,16464847
HDAC2,CXCL8,Repression,19411311
HDAC2,DNMT1,Repression,22328086
HDAC2,KLF4,Repression,19486889
HDAC2,MUC5AC,Repression,22798432
HDAC2,PHB,Repression,21152868
HDAC2,SNAI2,Repression,23836662
HDAC2,SP1,Repression,21636851
HDAC2,TGFBR2,Repression,19088080
HDAC2,TNFSF10,Repression,23630076
HDAC2,TWIST1,Repression,23836662
HDAC3,ALOX5,Activation,21883892
HDAC3,CDH1,Repression,20049841
HDAC3,CDKN2A,Repression,18558095
HDAC3,CXCR4,Repression,20473547
HDAC3,GAS2,Repression,20679491
HDAC3,GATA2,Repression,11567998
HDAC3,GRHL1,Repression,24419085
HDAC3,IFNA1,Repression,22685561
HDAC3,JUN,Repression,17244530
HDAC3,MMP2,Repression,17079677
HDAC3,MYC,Repression,19279113;23079660;23714368
HDAC4,CDKN1A,Repression,18632985
HDAC4,CDKN2A,Repression,18558095
HDAC4,HOXB13,Repression,19013255
HDAC4,IL10,Repression,17610967
HDAC4,JUN,Repression,10523670
HDAC4,MEF2A,Repression,17179159
HDAC4,MMP13,Repression,17656568;19423655
HDAC4,PTGS2,Activation,18820298
HDAC4,RUNX2,Repression,19509297
HDAC4,TGIF1,Activation,17610967
HDAC4,TGIF2,Activation,17610967
HDAC4,VCAM1,Activation,19281832
HDAC4,VEGFA,Repression,19509297
HDAC4,WT1,Repression,18064385
MEF2A,JUN,Activation,12054430
MEF2A,MAPK14,Activation,18073218
MEF2A,MAPK7,Activation,18073218
MEF2A,MMP10,Activation,19935709
MEF2A,NRF1,Activation,18222924
MEF2A,SLC2A4,Activation,14630949;18198354
MEF2A,SOST,Repression,17696759
RUNX2,ELANE,Activation,14594802
RUNX2,IBSP,Repression,17956871
RUNX2,LGALS3,Activation,19020999
RUNX2,MMP13,Activation,15564063
RUNX2,MMP2,Activation,22641097
RUNX2,SNAI2,Activation,22641097
RUNX2,SNAI3,Activation,22641097
RUNX2,TWIST1,Activation,22641097
RUNX2,VEGFA,Activation,19509297;22641097
RUNX2,VEGFC,Activation,22641097
TGIF1,SERPINE1,Repression,19524896
TGIF1,SOX3,Repression,22293114
HDAC5,FGF2,Repression,19351956
HDAC5,MEF2A,Repression,15194749
HDAC5,SLC2A1,Activation,22991226
HDAC5,SLC2A4,Repression,22991226
HDAC5,SLIT2,Repression,19351956
HDAC5,WT1,Repression,18064385
HDAC5,YY1,Activation,18632988
YY1,ACTC1,Repression,9171244
YY1,APC,Repression,22907428
YY1,APH1A,Activation,21443683
YY1,ATP2C1,Activation,15955096
YY1,CCR5,Repression,12571248;15737629
YY1,CFTR,Activation,10652351;20309604
YY1,COX7C,Activation,9092564
YY1,CREBBP,Repression,21852380
YY1,CTCF,Activation,9756895
YY1,CXCR4,Repression,10229837;11145693;12571248;15737629;15805285;20068066
YY1,DBH,Activation,8753872
YY1,DNAJB4,Activation,15782117;21345358
YY1,EGFR,Activation,22580610
YY1,EPAS1,Repression,19483472
YY1,ERBB2,Activation,19435870
YY1,ERCC5,Activation,17893230
YY1,FAS,Repression,16784892;17530016
YY1,FCER1A,Activation,11971001
YY1,GDAP1,Activation,19720140
YY1,HAS2,Repression,21795679
YY1,HOXB13,Repression,19013255
YY1,HSD3B2,Activation,15291746
YY1,HSPA5,Activation,15899857
YY1,IFNG,Repression,8756632
YY1,IL4,Activation,11687571
YY1,IL5,Activation,10518827
YY1,MUC4,Repression,23813057
YY1,MYC,Repression,19279113
YY1,NF1,Activation,15763658
YY1,PCNA,Activation,16099430
YY1,PDIA6,Repression,1330541
YY1,POSTN,Repression,21839814
YY1,PRDM2,Activation,18488713
YY1,SURF1,Activation,10858544;7607503
YY1,SURF2,Activation,10858544;7607503
YY1,TFAP2A,Activation,18218085
YY1,TNFRSF10B,Repression,17431117;17530016;18778787
YY1,TOP3A,Activation,9748294
YY1,TP53,Repression,10787423
YY1,TP73,Activation,17980704
YY1,VEGFB,Activation,20660740
YY1,ZNF175,Activation,19034670
MEF2D,ATF3,Activation,17108111
MEF2D,CD14,Activation,12213324
MEF2D,JUN,Activation,12054430
MEF2D,SOST,Repression,17696759
STAT6,ALOX15,Activation,12517954
STAT6,CCL11,Repression,20169197
STAT6,CCL17,Activation,18191727
STAT6,CCL26,Activation,11544308;15589317
STAT6,CNR1,Activation,18156315
STAT6,COL1A1,Activation,14603527
STAT6,COL1A2,Activation,14603527
STAT6,CYP2E1,Activation,20723539
STAT6,FCER2,Activation,9686563
STAT6,FOS,Activation,11922943
STAT6,HSD3B2,Activation,15632317
STAT6,IL1R1,Activation,8757327
STAT6,IL4,Activation,12082548;16647686;20214667
STAT6,PTGS2,Activation,17237818
STAT6,RHOA,Activation,19857574
STAT6,SELE,Repression,9092569
STAT6,SELP,Activation,10364072
STAT6,SLC26A4,Activation,24429829
STAT6,STAT1,Repression,19440213
STAT6,TLR4,Repression,16433852
HDGF,CDH1,Repression,22247069
HDGF,FAS,Activation,19710540
HDGF,SMYD1,Repression,19162039
HDGF,VEGFA,Activation,14662017;21302807
HDGF,VEGFB,Activation,14662017
HDGF,VIM,Activation,22247069
HES1,ASCL1,Repression,11054669;21573214;9144241
HES1,CD4,Repression,11287612
HES1,DBF4,Activation,12420215
HES1,E2F1,Repression,15467735
HES1,MAP2,Repression,19880519
HES1,PTEN,Repression,18414037
HES1,PTGDS,Repression,15743775
HEXIM1,CCND1,Repression,18757415
PROX1,AKT2,Repression,22982861
PROX1,CCNE1,Activation,21040746
PROX1,CDKN1B,Activation,17069925
PROX1,CDKN1C,Activation,17069925
PROX1,CYP7A1,Repression,23626788
PROX1,IFNG,Repression,20064070
PROX1,NR1I2,Repression,22023334
PROX1,NR5A2,Repression,19264593
PROX1,RGS4,Repression,22942256
PROX1,SIX3,Activation,11554737
PROX1,TWIST1,Repression,22982861
HEY2,ACTA2,Repression,18239137
HEY2,GATA4,Repression,16199874
HEY2,GATA6,Repression,16199874
HEYL,AR,Repression,21454491
HHEX,HNF4A,Activation,22068426
HHEX,SLC5A5,Activation,16854221
HNF4A,ABCG5,Repression,21123766
HNF4A,ABCG8,Repression,21123766
HNF4A,AFP,Activation,9792724
HNF4A,C1QTNF5,Activation,20621834
HNF4A,CEACAM1,Activation,8055923
HNF4A,CYP2C8,Activation,20086032
HNF4A,CYP2C9,Activation,15919766;16540586;18552123;20086032
HNF4A,CYP2D6,Activation,11752221
HNF4A,CYP7A1,Repression,23626788
HNF4A,FABP2,Activation,17343826
HNF4A,GFER,Repression,18513187
HNF4A,GH1,Repression,17991764
HNF4A,LDLR,Activation,21123766
HNF4A,MMP7,Activation,15000152
HNF4A,MTTP,Activation,22357705
HNF4A,MYC,Activation,23714368
HNF4A,NPC1L1,Activation,21123766
HNF4A,NR1I2,Activation,12601364;18305375
HNF4A,PCSK9,Activation,21123766
HNF4A,RNASE2,Activation,19115260
HNF4A,SERPINC1,Activation,8910619
HNF4A,SHBG,Activation,22210320
STAT3,AKAP12,Activation,22584896
STAT3,BCL2,Repression,22313388
STAT3,BCL2L1,Repression,20067773
STAT3,BCL6,Activation,20228272;23716595
STAT3,BIRC5,Activation,15184887;16651438;17880940;19284568;19880237
STAT3,CCL11,Activation,19265112
STAT3,CCL2,Activation,24429361
STAT3,CCND1,Repression,19880237;22313388
STAT3,CCND3,Activation,15184887
STAT3,CD46,Activation,17699108
STAT3,CDK4,Activation,22218594
STAT3,CDKN1A,Activation,10023678;15286705
STAT3,CFB,Activation,22169226
STAT3,CHI3L1,Activation,21953450
STAT3,CISH,Activation,14630083
STAT3,CRP,Activation,12667216;20978825;23361365
STAT3,CSRP1,Activation,8621622
STAT3,CTGF,Repression,21245987
STAT3,DDIT3,Repression,23288901
STAT3,DNMT1,Activation,16861352;21944426
STAT3,EGFR,Activation,21590492;23504318
STAT3,ESR2,Activation,21546410
STAT3,ETV6,Activation,15229229
STAT3,F2R,Activation,23504318
STAT3,FAAH,Activation,12556536
STAT3,FAS,Repression,16651438;22313388
STAT3,FGF1,Repression,14673954
STAT3,FGF2,Activation,21418908;23086340
STAT3,FGG,Activation,11460505
STAT3,FLT3,Activation,16418395
STAT3,FOS,Activation,12600988;14737107;17204573
STAT3,GAST,Activation,20568281
STAT3,GFAP,Activation,21833841
STAT3,HAMP,Activation,18671304
STAT3,HGF,Activation,12168776
STAT3,HIF1A,Activation,17597020;18644974;19265129
STAT3,HMOX1,Activation,19129475
STAT3,HSPA4,Activation,19754877
STAT3,HSPB1,Activation,14715258
STAT3,IFNAR1,Activation,18550668
STAT3,IFNG,Repression,18616672
STAT3,IKBKE,Activation,22330135
STAT3,IL10,Activation,12817009;18765795
STAT3,IL1RN,Activation,20032313
STAT3,IL2,Activation,18550668
STAT3,IL21,Activation,18209077
STAT3,IL6,Repression,18616672
STAT3,IRF1,Activation,8647845
STAT3,JAK2,Activation,17151100
STAT3,JUNB,Activation,17204573
STAT3,KLF11,Activation,18505768
STAT3,KRT17,Activation,21796151
STAT3,LEP,Activation,18242580;19492417
STAT3,LGALS3BP,Repression,18594176
STAT3,LTBP1,Repression,22814105
STAT3,MCL1,Repression,22313388
STAT3,MICA,Repression,21257710;23686482
STAT3,MMP2,Repression,17533737
STAT3,MMP7,Repression,20939893
STAT3,MMP9,Repression,20067773
STAT3,MUC1,Activation,17151127;19578748;21325207
STAT3,MUC4,Activation,18573283
STAT3,MYC,Repression,20067773;22317895
STAT3,NANOG,Activation,21689689
STAT3,NME1,Activation,23583378
STAT3,NOX5,Activation,22348975
STAT3,OAS1,Repression,18550668
STAT3,OPRM1,Activation,15448191
STAT3,OSM,Activation,10391682
STAT3,PAX3,Repression,19074888
STAT3,PGF,Repression,23042533
STAT3,PIAS3,Activation,14630083
STAT3,PIM1,Activation,22273698
STAT3,PPARA,Activation,24242046
STAT3,PRDM1,Activation,1702555
STAT3,PSMB5,Activation,24627483
STAT3,PTEN,Activation,22055460
STAT3,PTGS2,Activation,20145033
STAT3,PTPN13,Activation,24191246
STAT3,PTPN6,Repression,14630083;16825495;21792937
STAT3,S100A11,Activation,24376686
STAT3,S1PR1,Activation,21102457
STAT3,SALL4,Activation,19151334
STAT3,SHH,Activation,22554932
STAT3,SOCS1,Activation,14630083;20003295;20357037
STAT3,SOCS3,Activation,11788008;15184887;19332118;20357037;22179221
STAT3,STAT1,Activation,22693070
STAT3,STS,Activation,21331591
STAT3,TERT,Activation,20171193;23158658
STAT3,TGFB1,Activation,16474852
STAT3,TIMP1,Activation,15161657
STAT3,TNFRSF10B,Repression,19351839
STAT3,TP63,Activation,18198175
STAT3,TWIST1,Activation,23623921
STAT3,TYK2,Repression,18550668
STAT3,UCP2,Repression,21344490
STAT3,USP7,Repression,22750444
STAT3,VDR,Repression,23424038
STAT3,VEGFA,Repression,17533737;19880237;22313388
STAT3,ZFP36,Activation,21606497
NR4A1,BABAM2,Repression,22159226
NR4A1,CCNA2,Repression,12842839
NR4A1,CDKN1B,Activation,12842839
NR4A1,E2F1,Activation,12947120
